id,category,filtered,content,summary,prompt_filter_result,completion_filter_result,content_safety_result
1629,['Gender'],True,저래가 나이 쳐묵으면 더 쭈글탱이 되겟지 놔둬라,,,"{'hate': {'filtered': True, 'severity': 'low'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
1630,['Not Hate Speech'],True,빠순이들 ㅋㅋㅋ,,,"{'hate': {'filtered': True, 'severity': 'low'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
1631,['Age'],True,은퇴 한번 요란스럽게 하네... 이태임 이년도 ‘관종’인가?,,{},"{'filtered': True, 'category': 'hate', 'severity': 'low'}",
1632,['Not Hate Speech'],True,여러분 사고로 죽은 고 김주혁씨도 가해자일 가능성이 높습니다. 블랙박스 음성녹음 기능이 꺼져있다. 차로 여성을 불러내서 강간하고 범행 증거를 지우고 도망치려다 사고를 낸거지요 의심이 갑니다 네티즌 여러분!!,,,"{'hate': {'filtered': False, 'severity': 'safe'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': True, 'severity': 'low'}}",
1633,['Not Hate Speech'],True,자식 앞길 망칠 빨리 사라져,,{},"{'filtered': True, 'category': 'hate', 'severity': 'low'}",
1634,['Gender'],True,이세상에 살아남지말고 이제나이처드시곰 늙엇스닌간 아무잡소리말구 죽어버려라,,,"{'hate': {'filtered': True, 'severity': 'medium'}, 'self_harm': {'filtered': True, 'severity': 'medium'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
1635,"['Politics', 'Religion']",True,머리에 든거 없이 감성만 풍부해서 감정기복 심한 전형적인 한국 여자.,,,"{'hate': {'filtered': True, 'severity': 'medium'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
1636,['Age'],True,기자새끼 도랏네똥배라니,,,"{'hate': {'filtered': True, 'severity': 'low'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
1637,['Age'],True,기사 그만올리라고 저 애비 형잘만난 백수 ㅅㄲ 결혼식기사 ㅡㅡ 난 저일반인 ㅅㄲ 결혼하는 소식 1도 알고싶은맘 없다고 가만보면 기자들이 지능형 안티라니까 댓글 더러운거 즐기려고 ㅋㅋㅋㅋㅋ,,,"{'hate': {'filtered': True, 'severity': 'low'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
1638,['Physical'],True,개돼지 거지 궁민들 이 우겨 봤자 국제 사회에서는 빨갱이 조선 창피 조롱 받는다,,,"{'hate': {'filtered': True, 'severity': 'medium'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
1639,['Not Hate Speech'],True,짠국이랑 엮지마라.여배우가 짠돌이랑 어찌살어~~여배우들은 관리비용만 엄청나다.그리고 지효가 백번아까움,,,"{'hate': {'filtered': True, 'severity': 'medium'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
1640,['Age'],True,아줌마들 불타오르는거보소 ㅋㅋㅋㅋ,,{},"{'filtered': True, 'category': 'sexual', 'severity': 'low'}",
1641,['Not Hate Speech'],False,암? ㅋㅋㅋㅋㅋㅋ ㅋ,암? 웃기네ㅋㅋㅋㅋㅋ,{},{},
1642,['Not Hate Speech'],True,야 그냥 니들끼리 알아서 살아라.뭐 이딴걸로 기사쓰냐,,{},"{'filtered': True, 'category': 'hate', 'severity': 'low'}",
1643,"['Age', 'Religion']",True,당시에는 성폭행인줄 몰랐대...ㅋㅋㅋ 지금은 어떻게 알았냐?조난 어이상실이네 ㅁ ㅔ 갈 녀 ㄴ들이,,,"{'hate': {'filtered': False, 'severity': 'safe'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': True, 'severity': 'low'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
1644,['Politics'],True,조선이 토착쪽바리들의 선전을 독려하는 기사군,,,"{'hate': {'filtered': True, 'severity': 'medium'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
1645,['Politics'],True,한국을 깍아 내려서.. 그걸 보면서.. 자기들이 최고라고 위안 삼는 한심한 민족..,,,"{'hate': {'filtered': True, 'severity': 'high'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
1646,"['Origin', 'Physical', 'Age']",True,인터넷 실명제가 필요합니다. 취직이나 결혼할때 네이버 댓글을 확인해보는 게 꼭 필요할거같네요 더러운 여혐악플 쓰는놈들 김치녀거리는 것들 보나마나 모쏠에 피부 안좋고 키작고 못살고 돈없고 안경꼈거나 왜소하고 친구없고 ... 못생겼음 착하기라도 해야지 생긴대로 악플이나 남기겠죠... 일베충 남자분들 댁의 더러운 면상 보는 모니터가 안쓰럽지않나요 모니터가 수고하네요,,,"{'hate': {'filtered': True, 'severity': 'medium'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
1647,['Not Hate Speech'],True,아줌마는 중소기업에 신경써 아즘마가 낄자리는 아닌것 같은데~?,,,"{'hate': {'filtered': True, 'severity': 'medium'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
1648,['Not Hate Speech'],True,아.... 울마누라도 나출근시키고 저렇게 노는건가...?,,,"{'hate': {'filtered': False, 'severity': 'safe'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': True, 'severity': 'medium'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
1649,['Not Hate Speech'],True,무슨 저정도면 남자도 훈남인거지 여자가 외모를 안봤다 웃기는 노릇이지,,,"{'hate': {'filtered': True, 'severity': 'medium'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
1650,['Profanity'],True,사이비 신천지에 내란죄를 물려야한다.,,,"{'hate': {'filtered': True, 'severity': 'medium'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
1651,['Not Hate Speech'],False,솔직히 동정표잖아,솔직히 동정심을 얻기 위한 표심이다.,{},{},
1652,['Profanity'],True,새누리 신천지 애쓴다 ㅋㅋㅋ #대구폐렴 #신천지폐렴,,,"{'hate': {'filtered': True, 'severity': 'low'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
1653,['Not Hate Speech'],False,솔직히 존나기대됨ㅋㅋㅋㅋㅋ 신정환 부활했으면,신정환의 부활을 기대하는 기대감 표현,{},{},
1654,['Origin'],True,한지민 비급 맞냐? 난 한지민 이쁜줄 모르겠더라.다리 짧뚱 비율똥망,,,"{'hate': {'filtered': True, 'severity': 'medium'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
1655,['Religion'],True,일본한테 미안해지긴 처음이네ㅋㅋㅋ 돼지열병보다 무서운 뷔페니즘을 퍼뜨렸으니,,,"{'hate': {'filtered': True, 'severity': 'medium'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
1656,['Not Hate Speech'],True,상수형님은 이시대 중년의 로망입니다,,{},"{'filtered': True, 'category': 'hate', 'severity': 'low'}",
1657,['Not Hate Speech'],True,남자로 태어난게 잘못인겨..,,,"{'hate': {'filtered': True, 'severity': 'medium'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
1658,['Not Hate Speech'],True,이 사건으로 이윤택 사건이 변질되거나 이윤택이 작은 잘못이라며 그딴 말같지도 않은 결과가 나오면 그땐 곽도원도 끝이다,,{},"{'filtered': True, 'category': 'violence', 'severity': 'low'}",
1659,['Not Hate Speech'],False,드라마 끝나고 둘이 열애설 날거 같앙 ㅎㅎ,드라마 종료 후 둘의 열애설 가능성 언급,{},{},
1660,['Not Hate Speech'],False,배트,배트에 관한 내용이 제공되지 않아 요약이 어렵습니다.,{},{},
1661,['Not Hate Speech'],False,시보연도 사랑할께요 자주 나와주세요~!!,시보연도에게 자주 만나자고 부탁하는 내용입니다.,{},{},
1662,['Not Hate Speech'],True,하두 주변에서 살살거려서...살빡시게 뺀거같아 안타깝다..팔이나 저 사진안에서처럼 쇄골이나 목쪽보면 엄청 날씬한거임 이미;볼살이야 애깃살이라고 아직 어리니까 어쩔수없는건대 이건 시간지나면 천천히사라질거암튼 몸건강 잘 챙겼으면,,,"{'hate': {'filtered': False, 'severity': 'safe'}, 'self_harm': {'filtered': True, 'severity': 'medium'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
1663,['Not Hate Speech'],True,여자보는 눈없네 하긴 남자도 들이대는 여자에겐 넘어가지,,,"{'hate': {'filtered': True, 'severity': 'medium'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
1664,['Not Hate Speech'],False,송혜교가 마니 밝히나???,송혜교가 많이 밝히는지 궁금함.,{},{},
1665,"['Age', 'Gender', 'Religion']",True,아니ㅋㅋ 아직도 지역감정 가지고 있는 아재들 쥰내 많네ㅋㅋ그러니까 자식들한테 무시당하지,,,"{'hate': {'filtered': True, 'severity': 'low'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
1666,['Politics'],True,전라도 왜 딴나라 같지요~,,,"{'hate': {'filtered': True, 'severity': 'low'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
1667,"['Origin', 'Age']",True,저새귀 면상보면 토할거같은데,,{},"{'filtered': True, 'category': 'hate', 'severity': 'medium'}",
1668,['Not Hate Speech'],False,영화보고 언니 얼굴이 젤 기억에 남아요..조녜,영화 보고 언니 얼굴이 가장 기억에 남았어요.,{},{},
1669,['Politics'],True,일뽄놈이 한국말 잘하네! 니그 나라가라!,,,"{'hate': {'filtered': True, 'severity': 'medium'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
1670,['Not Hate Speech'],True,지오디에 밀려 영원한 2인자 꼬리표를 떼지 못하는 것이 참 불쌍하네,,{},"{'filtered': True, 'category': 'hate', 'severity': 'low'}",
1671,['Not Hate Speech'],True,내가문제인은안믿어도 조권은믿는다,,{},"{'filtered': True, 'category': 'hate', 'severity': 'low'}",
1672,['Age'],True,대구시민들은 이 쉐이 끌어 내려라. 그랗지 않으면 당신들은 계속 개돼지 취급 받는다,,,"{'hate': {'filtered': True, 'severity': 'medium'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
1673,['Not Hate Speech'],False,리턴은 끝나두 팬심은 영원히,팬심은 영원히 지속된다.,{},{},
1674,"['Politics', 'Age']",False,절라도 홍어세끼에 모든게 함축,절라도 홍어 세 끼에 모든 것이 함축되어 있다.,{},{},
1675,['Not Hate Speech'],True,이서진보다 신구할비가 더 세련되게 옷입음 ㅋ 요새 이서진코디 왜저럼 ㅡㅡ,,{},"{'filtered': True, 'category': 'hate', 'severity': 'low'}",
1676,['Not Hate Speech'],False,몰입도 짱!!!!!!,몰입도가 매우 높음.,{},{},
1677,['Not Hate Speech'],True,광화문 문재인 반대집회는 왜 언론에서 안 다루나,,{},"{'filtered': True, 'category': 'hate', 'severity': 'low'}",
1678,"['Physical', 'Gender']",True,너무 우리대통령인데 니네 총리는 섬나라에있지? 친일파 틀딱아,,,"{'hate': {'filtered': True, 'severity': 'low'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
1679,['Not Hate Speech'],True,불암이형 뭐 했길래 민심 좋은지 설명충 등판좀요 급식충이라서 몰라요,,,"{'hate': {'filtered': True, 'severity': 'low'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
1680,['Not Hate Speech'],True,딩글징들 아빠랑 딸 같에요,,{},"{'filtered': True, 'category': 'hate', 'severity': 'low'}",
1681,['Not Hate Speech'],True,저 말깉지도 않은 소릴 받아들였낰!!!,,{},"{'filtered': True, 'category': 'hate', 'severity': 'low'}",
1682,['Not Hate Speech'],True,"양심은 있네, 살인견주 띄워줄라니까 좀 찔리나봄",,,"{'hate': {'filtered': False, 'severity': 'safe'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': True, 'severity': 'low'}}",
1683,"['Politics', 'Origin', 'Age']",True,한국년들의 양념장 같이 생겼다 한달치 양념장 썩고 삭고 더러워 죽긋다‼️‼️‼️,,,"{'hate': {'filtered': True, 'severity': 'low'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
1684,['Religion'],True,너무 이쁘고 귀엽다ㅠㅠ 근데 악플다는 여자들 진짜 추하다.. ;;여적여는 과.학이라더니ㅋㅋ,,,"{'hate': {'filtered': True, 'severity': 'low'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
1685,"['Origin', 'Age', 'Religion']",False,"홍철아 장가가자 특집때 멧퇘지 방구석 루저 불편러 새키들 발광 떤다고 사과 하고 나서부터 몰락의길. 정형돈 말이 맞음 간단하고 가벼운 웃음을 찾아야 하는데 먼놈의 의미부여를 그렇게 할려고 난리이고, 되려 재미 없다는 공통된 부분에 대해선 개선이 없음. 맨날 외국 스타나 국내 스포트 선수들 이슈되면 방송찍는데 노잼의 같은 패턴. 언제부터인가 자막도 초기에 보고 웃긴 자막에서 대체 뭐하자는건지 알수없는 자막. 이걸 누가 웃으라고 만드는 자막인지 알수가 없음.","홍철아 장가가자 특집 이후 몰락, 의미 부여와 자막 문제로 재미가 떨어지고, 반복되는 패턴과 자막의 부적절함이 지적됨.",{},{},
1686,['Gender'],True,"틀딱들아 순시리를 다시대통으로 뽑아라,",,{},"{'filtered': True, 'category': 'hate', 'severity': 'low'}",
1687,['Not Hate Speech'],False,장기집권 한 적도 없잖아?,장기집권 경험이 없다는 말.,{},{},
1688,"['Politics', 'Origin', 'Age']",False,OOO. 생긴 것도 전형적인 라도년.,전형적인 라도년이다.,{},{},
1689,['Politics'],True,쪽바리 OOO 들 정은이가 가지고있는 핵 날려 삐야된다,,{},"{'filtered': True, 'category': 'hate', 'severity': 'medium'}",
1690,['Not Hate Speech'],True,조센징이라고? 일본에 앙심을 품은?,,{},"{'filtered': True, 'category': 'hate', 'severity': 'low'}",
1691,['Politics'],True,이젠 댓글푸념말고 힘을키워 쪽발이들 정벌을~!!!,,,"{'hate': {'filtered': False, 'severity': 'safe'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': True, 'severity': 'low'}}",
1692,['Not Hate Speech'],True,골목 살리면 나중에 더 세만 올라서 힘들어지는 거 모르냐.,,{},"{'filtered': True, 'category': 'hate', 'severity': 'low'}",
1693,['Not Hate Speech'],False,황금빛 내인생에 지수 닮았다,드라마 '황금빛 내 인생'에서 지수와 닮았다는 이야기를 다룸,{},{},
1694,"['Politics', 'Physical', 'Age']",True,쩝쩝이와 더불어공산당지지하는 라도시끼들은정상이냐 홍어시끼야,,,"{'hate': {'filtered': True, 'severity': 'medium'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
1695,['Not Hate Speech'],False,ㅊㅋㅊㅋ멋지다.국진형,국진형이 멋지다고 축하하는 내용입니다.,{},{},
1696,['Not Hate Speech'],False,너의 삶이 부럽소~~~바람?....그까이꺼.안하는 놈이 어디있다고....,"남의 삶이 부럽지만, 누구나 포기하지 않고 도전한다는 의미를 담고 있음.",{},{},
1697,['Politics'],True,휴 너도 적폐야. 또 광주만 공시지가 변동하지 마라. 투기지역 광주만 쏙 빼준것처럼,,,"{'hate': {'filtered': True, 'severity': 'medium'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
1698,['Physical'],False,역시 자유발정당,자유발정당에 대한 언급.,{},{},
1699,['Not Hate Speech'],False,ㅋㅋ 잘될거같으니 빼버리긔~~~~,잘될 것 같아서 빼버리겠다는 의미.,{},{},
1700,['Not Hate Speech'],True,피냄새 개 역겹네,,,"{'hate': {'filtered': True, 'severity': 'medium'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
1701,['Not Hate Speech'],False,이건 뭐...더불어 당원 수준,당원 수준에 대한 불만 또는 평가,{},{},
1702,"['Politics', 'Age']",True,경상쎄끼들은 이것도 정부탓이라네 조현병 걸린게 정부탓이라고 ㅋㅋ,,,"{'hate': {'filtered': True, 'severity': 'medium'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
1703,['Not Hate Speech'],False,결자해지 해야 하는데 매듭을 풀 생각은 안 하고 끊으려고 했네.,책임을 지고 문제를 해결하려고 하지 않고 회피하려 했음.,{},{},
1704,['Not Hate Speech'],True,90년대생 남녀분열조장 장본인이?? 여자들은 몰라도 20대 남자들은 당신 ㄹㅇ 증오함,,,"{'hate': {'filtered': True, 'severity': 'low'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
1705,['Age'],True,진짜 OOO이네 남한태 피해만 주고 고속도로 인생패배자 새기 왜사냐?,,,"{'hate': {'filtered': True, 'severity': 'medium'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
1706,['Not Hate Speech'],False,와 존잘러,잘생긴 사람 또는 멋진 사람을 의미하는 표현.,{},{},
1707,['Not Hate Speech'],False,차태현 별로다 그냥 김국진이 양옆에 있는 느낌... 신정환 언제 델고 올거야?,"차태현보다 김국진이 더 낫고, 신정환이 언제 올지 궁금함.",{},{},
1708,['Not Hate Speech'],True,황해 추격자 짱인듯 다시봐도재밌다,,{},"{'filtered': True, 'category': 'violence', 'severity': 'low'}",
1709,['Not Hate Speech'],True,연기로는 못 까는 배우가 이다해,,{},"{'filtered': True, 'category': 'hate', 'severity': 'medium'}",
1710,['Age'],True,이새끼들은 반박은 못하고 기레기 조선일보라면 ㅂㄷ중,,,"{'hate': {'filtered': True, 'severity': 'low'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
1711,['Not Hate Speech'],False,그시간에 볼게 없어서지뭐ㅋ,그 시간에 볼 만한 게 없어서 그런 것임.,{},{},
1712,['Not Hate Speech'],False,아무도 잘못이 없다? 그냥 하다보니 그랬다? 말이냐 방구냐? 그래서 누가 책임진다는거냐?,책임 소재를 묻는 질문과 책임 회피를 비판하는 내용.,{},{},
1713,['Physical'],True,문재앙이 효과 아니겟냐? 재앙이에 조국까지 조상이 노하셧나부다,,,"{'hate': {'filtered': True, 'severity': 'low'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
1714,['Not Hate Speech'],False,소지섭 기대된당 ㅋ ㅋ,소지섭을 기대한다는 내용.,{},{},
1715,['Not Hate Speech'],False,뭐든지 다 딸수있어서 이름이 key인가요?,모든 것을 딸 수 있어서 'key'라는 이름인가요?,{},{},
1716,"['Politics', 'Age', 'Gender']",True,강남. 여의도. 국개. .늙은 쉰밥들. 니그들 땜 나라 망한거여. 이ㅡ개 좃나발 딩들아,,,"{'hate': {'filtered': True, 'severity': 'medium'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
1717,['Not Hate Speech'],True,수요일까지 영상 기사 돌려보며 기다림 ㅠㅠ 예고가 나오기를 간절히 기다림 ㅠㅠ,,{},"{'filtered': True, 'category': 'violence', 'severity': 'low'}",
1718,['Profanity'],True,ㅋㅋ 목사가 목사같고 교인이 교인같아야 바르게 불러주지 개독교신자놈아,,,"{'hate': {'filtered': True, 'severity': 'medium'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
1719,['Not Hate Speech'],False,발연기하회탈할매아줌마그만나와,할머니 아줌마가 연기하는 하회탈을 그만 나오라는 내용.,{},{},
1720,['Physical'],False,박그내당시 연예인 등장시켰다고 그난리치던 더듬어불어터진당 지그들은 더하네~~~,연예인 출연 논란으로 논란이 된 더듬어불어터진당이 더 문제를 일으키고 있다.,{},{},
1721,"['Origin', 'Age']",True,하시발 저 좈같은 면상에 좈같은 짓 보소,,{},"{'filtered': True, 'category': 'violence', 'severity': 'low'}",
1722,['Not Hate Speech'],False,솔직하게 연기력. 시나리오 모두 기대이하. 4회까지 본 시청자입장. 그래서 안보기로 했음,연기력과 시나리오가 기대 이하라서 4회까지 본 후 시청을 중단함.,{},{},
1723,['Profanity'],True,신도 모을려고 정상적인 종교쟁이 코스프레 기사에 댓글조작까지 일삼는 사이비들 ㅋ,,,"{'hate': {'filtered': True, 'severity': 'low'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
1724,['Origin'],False,ㅋㅋ 쫏다같이 생겨가지고 ㅋ,생김새가 비슷하다는 농담.,{},{},
1725,['Not Hate Speech'],True,일단 비호감,,{},"{'filtered': True, 'category': 'hate', 'severity': 'low'}",
1726,['Not Hate Speech'],False,동갑이라해도 믿겠어요,동갑임을 믿을 만큼 친근하거나 믿음이 간다는 의미.,{},{},
1727,"['Origin', 'Physical']",True,달창 태연한척 오지구요 ㅋㅋㅋ 96kg 돼지야 올만이다? ㅋㅋ,,,"{'hate': {'filtered': True, 'severity': 'medium'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
1728,['Not Hate Speech'],True,무슨 30대 타령인지 ㅋㅋㅋ,,{},"{'filtered': True, 'category': 'hate', 'severity': 'low'}",
1729,['Not Hate Speech'],True,진짜 잼나요이제 시작인데 해인누나 반대할거 뻔하고ㅜㅜ,,,"{'hate': {'filtered': True, 'severity': 'low'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
1730,['Not Hate Speech'],True,글치 지돈들여서 지가하는데 남 신경쓸필요없어,,{},"{'filtered': True, 'category': 'hate', 'severity': 'low'}",
1731,['Not Hate Speech'],False,기부 좀 해라,기부를 요청하는 말.,{},{},
1732,['Not Hate Speech'],False,그럼 생업도 접어야해? 한국 홈쇼핑도 아니고 자기 이름 건 브랜드 일본 홈쇼핑 방송인데...,"자기 이름을 건 일본 홈쇼핑 방송인데, 생업을 접어야 하나 고민하는 상황.",{},{},
1733,['Not Hate Speech'],True,우리나라 아버지 남편 아들 모조리 미투합시다 결혼해서 첫날밤 치루면 성폭행이잖아요 어린이집 다니는 남자아이들도 모조리 구속감이네요 커서 결혼하면 미투니까,,,"{'hate': {'filtered': False, 'severity': 'safe'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': True, 'severity': 'medium'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
1734,['Not Hate Speech'],True,야 너 조국한테 너무 껄떡댄다 안 쪽팔리니?,,,"{'hate': {'filtered': True, 'severity': 'low'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
1735,['Gender'],True,남들 까는건 정의..지들 까는건 복수.일베 틀딱들의 수준이란..,,,"{'hate': {'filtered': True, 'severity': 'low'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
1736,['Not Hate Speech'],False,살있을때가 더 좋은거같음..살뺀모습보니 좀 부자연스럽다,살이 있을 때가 더 자연스럽고 좋다고 느낀다.,{},{},
1737,['Not Hate Speech'],True,돈 백도 안되는 돈 그냥 갚고가지... 그냥 한국생활 염증 생겨서 떠난듯,,,"{'hate': {'filtered': True, 'severity': 'low'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
1738,['Not Hate Speech'],True,스토리가 없고 기술이 없고 돈이 없으니 몸으로 때운다 만만한게 괴성 지르기 밑도끝도없이 무섭냐,,,"{'hate': {'filtered': False, 'severity': 'safe'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': True, 'severity': 'low'}}",
1739,['Not Hate Speech'],True,저 오늘부터 강넬 탈덕해여 ㅂㅂ,,{},"{'filtered': True, 'category': 'violence', 'severity': 'medium'}",
1740,['Politics'],True,독도가 우리땅이지 일본땅이냐 쪽바리 놈들아,,,"{'hate': {'filtered': True, 'severity': 'medium'}, 'self_harm': {'filtered': False, 'severity': 'safe'}, 'sexual': {'filtered': False, 'severity': 'safe'}, 'violence': {'filtered': False, 'severity': 'safe'}}",
