id,category,filtered,content,summary,prompt_filter_result,completion_filter_result
1692,['Not Hate Speech'],False,물아일체 아니죠 모라일체!화투장이 나고 내가화투장인! 모라일체!경지,"요약: ""물아일체""가 아닌 ""모라일체""라는 개념을 강조하며, 화투장과의 일체감을 표현하고 있습니다.",{},{}
1693,['Age'],False,"""조슨 니마누라쓰레기에게나 까라""","요약: ""조슨이 쓰레기에게나 까라""",{},{}
1694,['Age'],False,개웃기네ㅋㅋ이 한새기로 모든 한국남자 성범죄자로 몰아가는게ㅋㅋㅋㅋㅋㅋ그럼 니 애비는 집에서 어케보냐?????ㅋㅋㅋㄱㅋ,"한국 남자들을 성범죄자로 몰아가는 것에 대한 비판과 함께, 상대방의 아버지에 대한 언급이 포함된 유머러스한 반응이다.",{},{}
1695,['Profanity'],True,"""이단교주 이만희의 팔뚝 보고 칠푼공주가 화답했네.""",,{},"{'filtered': True, 'category': 'sexual', 'severity': 'medium'}"
1696,"['Gender', 'Religion']",False,여자가 서른 넘으면 할머니다,여자가 서른이 넘으면 할머니가 된다.,{},{}
1697,['Physical'],False,"""그게 좌빨특 아닌가요? 평등 인권 여성 운운하지만 실상 개돼지보다 아래로 보는 ㅋㅋㅋ""",요약: 평등과 인권을 주장하지만 실제로는 사람을 경시하는 태도를 비판하는 내용입니다.,{},{}
1698,['Not Hate Speech'],False,"""조국은 법무장관에 자한당 국개의원은 검찰조사에 바로 구속으로""",조국은 법무장관으로서 자한당 국회의원이 검찰 조사 후 즉시 구속될 것이라고 언급했다.,{},{}
1699,['Not Hate Speech'],False,김윤아 위주로 하자~~김윤아 감동감동이다~~,김윤아에 대한 감동적인 이야기를 중심으로 하자는 내용입니다.,{},{}
1700,"['Origin', 'Age']",False,"""똥돼지한테 충성하네 ㅅㅂ""","""똥돼지에게 충성한다""는 표현입니다.",{},{}
1701,"['Origin', 'Religion']",False,"""이번에도 쿵쾅이들 화력 보태고있죠~ 댓글 내용수준에서 '그' 냄새가 난다""","쿵쾅이들이 다시 화력을 보태고 있으며, 댓글 내용에서 특정한 냄새가 난다는 내용입니다.",{},{}
1702,['Physical'],False,"""문재인 잘한다. 기업 망가뜨리기.""",문재인이 기업을 망가뜨리고 있다는 비판이 있다.,{},{}
1703,['Not Hate Speech'],False,왜남의 인스타를 뒤져서 자꾸 올리냐??거슬리니깐 치워,인스타그램에서 왜 남의 게시물을 자꾸 올리냐고 불편함을 표현하며 치워달라고 요청하고 있다.,{},{}
1704,['Not Hate Speech'],False,삼가 고인의 명복을 빕니다아미타불 석거모니 불. 합_()_장,고인의 명복을 기원합니다.,{},{}
1705,['Profanity'],False,"""목회자, 교회, 종교 = 쓰레기""","목회자와 교회, 종교에 대한 부정적인 의견을 표현한 문장입니다.",{},{}
1706,['Politics'],False,"""전라도 개 돼지들이면 니는 개 돼지보다 몾하다.남탓이나하고 이렇게 욕이나하고 있으니..""","전라도 개 돼지들이 더 나쁘지 않다는 점을 강조하며, 남을 탓하고 욕하는 태도를 비판하고 있다.",{},{}
1707,['Not Hate Speech'],False,강한나 순수의 시대에서 다봄 허리돌림 예술임,강한나의 '순수의 시대'에서 다봄의 허리돌림 예술이 다뤄진다.,{},{}
1708,['Gender'],False,"""저들의 주장는 단하나입니다 틀딱딱틀니딱딱틀따라딱딱틀딱딱 ~♥""",저들의 주장은 하나입니다.,{},{}
1709,['Physical'],False,친일파네,친일파라는 표현은 일본 제국에 협력했던 사람들을 지칭합니다.,{},{}
1710,['Not Hate Speech'],False,김정은 마누라랑 느낌비슷ㅋㅋ,김정은의 아내와 비슷한 느낌이라는 내용입니다.,{},{}
1711,"['Origin', 'Religion']",False,"""여적여의 대표격인게 구하라 설리 아이유한테 악플다는 쿵쾅이들인데""","구하라, 설리, 아이유에게 악플을 다는 사람들을 언급하며, 이들을 여적여의 대표적인 사례로 언급하고 있다.",{},{}
1712,"['Origin', 'Physical', 'Age']",False,"""김정숙 저 돼지년 또 해외관광 가네 년놈이 쌍으로 쳐 돌아 다니네""",김정숙이 해외관광을 간다는 내용입니다.,{},{}
1713,['Origin'],False,에고 징그러. 그냥 현아가 이쁘고 깔끔한데.. 보톡스 현아는 아닌거 같네..,"현아는 이쁘고 깔끔하지만, 보톡스를 한 모습은 아닌 것 같다는 의견입니다.",{},{}
1714,['Politics'],False,"""대구경북은 국민이 아닙니다 닥치세요^^*조센일보 ㅎㅎ""",대구경북은 국민이 아니라고 주장하며 비하하는 내용입니다.,{},{}
1715,['Not Hate Speech'],False,잼있기만 하구만,재미있기만 하다.,{},{}
1716,['Not Hate Speech'],False,이게 왜 논란인지 모르겠네?,이 논란이 왜 발생했는지 이해하지 못하겠다는 내용입니다.,{},{}
1717,"['Politics', 'Religion']",True,"""ㄴ루저=살가치없다? 언어수준이 한남이네""",,{},"{'filtered': True, 'category': 'hate', 'severity': 'medium'}"
1718,['Not Hate Speech'],False,갑자기 그냥 공짜로 줬을까?..,갑자기 공짜로 제공된 이유에 대한 의문.,{},{}
1719,['Not Hate Speech'],False,속보)이태임 자취방에서 숨쉰채 발견...,이태임이 자취방에서 숨진 채 발견되었다.,{},{}
1720,['Not Hate Speech'],False,윤아 얼굴 많이 상했네 눈밑도 푹 꺼지고 턱도 이상하고 너무 늙어 보여,"윤아의 얼굴이 많이 상해 보이고, 눈밑이 꺼지고 턱이 이상해 보이며, 나이가 많이 들어 보인다.",{},{}
1721,['Age'],False,졸부색기기 돈 존나 쓰다가 ㅈ됨 역시 사람은 항상 겸손해야댐,"돈을 과하게 쓰다가 어려움을 겪게 되었고, 겸손함이 중요하다는 교훈을 얻었다.",{},{}
1722,['Physical'],False,"""문재인은 치매가아니다 ㅋㅋ 100점짜리간첩임""",문재인은 치매가 아니라 간첩이라는 주장입니다.,{},{}
1723,['Not Hate Speech'],False,댓글 단애들은 다 티아라 팬인가 죄다 욕하네 ㅡ.ㅡ?,댓글을 단 사람들은 모두 티아라 팬인가? 모두 욕을 하고 있다.,{},{}
1724,"['Origin', 'Religion']",False,쿵쾅이들이 미투개입한순간 변질됨,쿵쾅이들이 미투에 개입하면서 상황이 변질되었다.,{},{}
1725,['Not Hate Speech'],False,솔직히 다른 사람같음,다른 사람과 비슷하다는 느낌.,{},{}
1726,['Not Hate Speech'],False,강남 엄마들은 중딩 학부모들도 장난없던데. 그엄마들에 비하면 그냥 동네 동생뻘정도 되겠다.,강남의 엄마들은 중학생 학부모들보다 더 강력한 경쟁력을 가지고 있다.,{},{}
1727,['Race'],False,"""트럼프 형님 흑인 교도소에 수감좀 해주세요""",트럼프를 흑인 교도소에 수감해달라는 요청입니다.,{},{}
1728,['Not Hate Speech'],False,단합 안되는듯~~,단합이 잘 이루어지지 않는 것 같다.,{},{}
1729,['Religion'],False,송중기 뭐가 아쉬워서 연상 상폐녀랑 결혼하지 ㅋㅋㅋㅋㅋㅋㅋㅋ 하나도 안부럽네 ㅋㅋㅋ,송중기가 연상인 상폐녀와 결혼한 것에 대해 아쉬움이나 부러움이 없다는 내용입니다.,{},{}
1730,['Not Hate Speech'],False,"""마노라하고 짜파구리나열힘히드시길..경알못.부동산폭등에이아 재앙바이러스까지..모하시는분?""",부동산 폭등과 재앙 바이러스 상황 속에서 마노라와 짜파구리를 힘껏 드시라는 내용입니다.,{},{}
1731,['Age'],False,"정씨도 하던 고정예능 거의 다 폐지 및 하차던데, 이 새키 다신 안올것처럼 떠나서 다신 안오더니 시즌2라도 할때 다시 한번 빌붙어볼까하고 처온듯 ㅉ","정씨가 하던 고정예능이 거의 다 폐지되었고, 하차한 후 다시 돌아오지 않을 것처럼 보였으나, 시즌2가 시작되면 다시 참여할 것 같다는 내용입니다.",{},{}
1732,['Not Hate Speech'],False,"""민주당정권은 서민 죽이는 정권 다시는 안찍는다""",민주당 정권은 서민을 힘들게 하므로 다시는 지지하지 않겠다는 내용입니다.,{},{}
1733,['Not Hate Speech'],False,전현무씨 나혼자산다보면서 호감으로 많이 바뀌었어요,전현무씨에 대한 호감이 나혼자산다를 보면서 많이 증가했다.,{},{}
1734,['Gender'],False,"""미국과 멀어지면 중국 속국이란 공식은 니들 늙은이들만 통하는 공식이지.""",미국과의 관계가 멀어지면 중국의 영향력이 커진다는 주장은 노인들만 이해하는 것이라는 의미입니다.,{},{}
1735,['Not Hate Speech'],False,혜교야 차기작하자 사정사정 굽신굽신,혜교에게 차기작을 제안하며 간절히 부탁하고 있다.,{},{}
1736,['Not Hate Speech'],False,잉잉 울 아들 소지섭하고 촬영했는데 보이지 않아 속상 ㅠㅠ,"아들이 소지섭과 촬영했지만, 아들이 보이지 않아 속상하다는 내용입니다.",{},{}
1737,['Gender'],False,가오충들인가 나이 처먹고 왜 저러고 사는지 이해안됨,가오충들이 나이를 먹고도 왜 그런 행동을 하는지 이해가 안 된다는 내용입니다.,{},{}
1738,['Not Hate Speech'],False,"""쓰팔.. 저 면상 남자냐 여자냐 골때리게 생겼네""","""쓰팔""이라는 표현을 사용하며, 어떤 사람의 외모가 남자인지 여자인지 헷갈린다는 내용입니다.",{},{}
1739,['Age'],False,여자도 노출하면 음란죄로 구속하자. 여름 미찐뇬들 벗고 다니는거 안볼 권리도 남자에게도 있다.,"여자도 노출 시 음란죄로 처벌해야 하며, 남자도 여름철 노출된 여성들을 보지 않을 권리가 있다는 주장입니다.",{},{}
1740,['Not Hate Speech'],True,성 괴 걸 ㄹ,,{},"{'filtered': True, 'category': 'hate', 'severity': 'medium'}"
1741,['Not Hate Speech'],False,"""경제발전이라... 그러면 문재인은 박정희 대통령을 인정하신단 말인가?!""",문재인이 경제발전을 언급하면서 박정희 대통령을 인정하는 것인지에 대한 의문을 제기하는 내용입니다.,{},{}
1742,['Religion'],False,확실한 조사 결과 나오기 전까진 함부로 말하면 안된다. 지금까지 한국 여자들이 얼마나 무책임한 무고로 멀쩡한 사람 성범죄자 만들고 인생 조져놨는지 다들 봤잖아? 박진성 시인의 케이스를 잊지 마라. 생사람한테 성범죄자 누명 씌우고 악플달면서 자살시도하게 만들어놓고도 사과 한마디 안하는 게 한국여자들이다. 이번에도 오달수 욕하던 수많은 여자들... 오달수 입장 뜨자마자 사과 한마디없이 내빼는 거 다들 보이지? 우리나라 여자들이 이모양이다. 미투운동은 개뿔... 조선인이 우물에 독을 풀었다고 선동하고 잡아죽이던 일본놈들 보는듯하다.,"확실한 조사 결과가 나오기 전에는 함부로 말하지 말아야 하며, 한국 여성들이 무고로 무고한 사람을 성범죄자로 만들고 인생을 망가뜨린 사례가 많다는 주장을 하고 있다. 박진성 시인의 사례를 언급하며, 성범죄자로 누명을 쓴 사람에 대한 사과가 없었던 점을 비판하고 있다. 또한, 오달수에 대한 비판과 사과 없이 빠져나가는 여성들의 행동을 언급하며, 한국 여성들의 행동을 비판하고 있다. 미투 운동에 대한 부정적인 시각을 표현하고 있다.",{},{}
1743,['Physical'],False,"""중국몽 문재인 타도!!!!""","""중국몽 문재인 타도!!!!""는 문재인 대통령에 대한 반대의 목소리를 담고 있는 구호입니다.",{},{}
1744,['Profanity'],False,"""ㄴ 네 다음 개독👏👏👏👏ㅋㅋ신천지랑 다를게 뭐람ㅎㅎ""","""신천지와 다를 바 없는 개독에 대한 비판""",{},{}
1745,['Not Hate Speech'],False,버림받은 차우찬,버림받은 차우찬은 외로움과 상실감을 겪는 이야기입니다.,{},{}
1746,['Not Hate Speech'],False,타진요도 아니고 다들 억지로 안믿는거냐? 아니라고 하면 좀 믿어라 의심충들아~~ 그저 물어뜯고 싶으니까 안믿는거잖아? 정말 우리나라 종특은 에휴.... 진짜 사이비들은 너희같은 악플러들이 아닐까 생각한다. 맹목적이고 말자체가 안통함. 니들이 경찰검사판사냐? ㅋ 구원파 아니라잖아,"사람들이 의심을 품고 믿지 않으려는 태도를 비판하며, 악플러들이 진짜 사이비가 아닐까 생각하고 있다. 그들은 경찰이나 검사, 판사가 아니라고 강조하고 있다.",{},{}
1747,['Not Hate Speech'],False,"구원파 가 뭐 어떻다고, 아무때나 집에 와서 전도하려고 하는 근처교회 아주머니들도 있는데",구원파와 전도하려는 근처 교회의 아주머니들에 대한 언급이 있다.,{},{}
1748,['Origin'],False,국제학교?ㅍ어쩔ㅡㅡ이혼하고 얼굴이..주사빨인가요?ㅎ더더더 예뻐지세요 ~ㅍ,"국제학교와 관련된 내용으로, 이혼 후 외모가 변화한 것에 대한 언급이 있으며, 상대방에게 더 예뻐지라는 응원의 메시지를 담고 있습니다.",{},{}
1749,['Gender'],False,"""OOO 뜰딱들 미쳐 발광들하네ㅋㅋ""","요약: ""OOO 뜰딱들이 매우 흥분하고 있다.""",{},{}
1750,['Not Hate Speech'],False,"""메갈 OOO들 이때다하고 다 튀어나왂네""","요약: ""메갈 OOO들이 나타났다.""",{},{}
1751,"['Politics', 'Age']",False,중국애들욕하지마라 bts가 조센징이라고 다른나라애들이 한국으로 ㄲㅈ 이ㅈㄹ떨면좋니?,"중국 사람들을 비난하지 말라는 내용으로, BTS가 한국인으로 비하당하는 상황에 대한 불만을 표현하고 있습니다.",{},{}
1752,['Physical'],False,빨갱이 하나 만나겠다고 급 귀국ㅋㅋㅋ 가요계 수준보인다,"빨갱이를 만나기 위해 급히 귀국했다는 내용으로, 가요계의 수준을 비하하는 의미가 담겨 있다.",{},{}
1753,['Not Hate Speech'],False,국민예능 없애버리고 기껏 하는게 음악예능?,국민예능을 없애고 음악예능만 남기는 것에 대한 비판을 담고 있다.,{},{}
1754,['Religion'],False,이상하지 않습니까? 남자 제자들은 하나같이 존경하던테. . 이런거보면 여자들이 무섭네요. .,"여자들이 무섭다는 의견을 표현하며, 남자 제자들이 모두 존경하는 모습을 언급하고 있습니다.",{},{}
1755,['Not Hate Speech'],False,아들 딸 아내 가 불쌍해 ㅠㅠㅠ저런 인간때문에 고생만 하고,"아들, 딸, 아내가 불쌍하다는 감정을 표현하며, 어떤 인간 때문에 그들이 고생하고 있다는 내용입니다.",{},{}
1756,['Not Hate Speech'],False,"""일본원정성매매 한국녀 5만명부터 막자.""","""일본에서 성매매를 하는 한국 여성 5만명을 막아야 한다.""",{},{}
1757,['Not Hate Speech'],False,"""가용가능한 자원 먼저 잘 써라 미치겠네""",가용 자원을 효율적으로 사용하라는 내용입니다.,{},{}
1758,['Age'],False,"""이 OOO 색 기 쥑여야 한다.""","요약: ""이 색을 선택해야 한다.""",{},{}
1759,['Age'],False,욱일기 좋아요한게아니라 감독의 어린시절사진을 좋아요 누른건데 그 사진속 남자아이중 하나가 욱일기 비슷한 문양의 옷을 입었던거 뿐인데 맥락파악도 또 못하고 선동의 나라답게 불매운동 ㅇㅈㄹ,"욱일기를 좋아하는 것이 아니라 감독의 어린 시절 사진을 좋아요 눌렀고, 그 사진 속 남자아이 중 하나가 욱일기와 비슷한 문양의 옷을 입고 있었을 뿐인데, 맥락을 이해하지 못하고 불매운동을 벌이는 상황을 비판하고 있다.",{},{}
1760,['Age'],False,이새끼가이거,요약: 이새끼가 이거.,{},{}
1761,"['Origin', 'Religion']",False,"""남자라서 맞은 거네. 그렇지 쿵쾅아?""","""남자라서 맞은 거라는 말이야.""",{},{}
1762,['Physical'],False,좌파는 성욕이 참 많앙,좌파는 성욕이 많다고 언급하고 있습니다.,{},{}
1763,['Not Hate Speech'],False,이분 70넘지않았나???,이분이 70세가 넘지 않았냐는 질문입니다.,{},{}
1764,['Not Hate Speech'],False,"""월세 년세값이 육지보다 비싸""","요약: ""월세가 년세보다 비싸다.""",{},{}
1765,['Politics'],False,"""이와중에 싫어요 누른사람은 쪽바리냐, 껴져 일베 꺼지라고""","""싫어요""를 누른 사람을 비난하며, 일베와 관련된 사람들에게 떠나라고 말하고 있다.",{},{}
1766,['Not Hate Speech'],False,여주인공이 너무꼴보기싫은건처음 작가가 이상한건건가,여주인공이 싫다는 것은 작가의 이상한 선택인 것 같다.,{},{}
1767,['Not Hate Speech'],False,윤하 노래 조은거많앗는데 ~~,윤하의 노래가 정말 좋다는 내용입니다.,{},{}
1768,['Origin'],False,돼지들 이래도 난 뚱뚱한 나 자신이 아름다워 이러면서 자위질 할거냐. 통통 말고 뚱뚱은 빼서 진짜 손해볼 게 1도 없다. 건강이든 외모든.,"돼지처럼 뚱뚱한 자신을 아름답다고 여기며 자위행위를 할 것인지에 대한 질문을 던지며, 통통한 것과 뚱뚱한 것의 차이를 강조하고, 뚱뚱한 것에 대한 손해가 없다고 주장하고 있다.",{},{}
1769,['Politics'],False,아이돌을꽂아넣으니저모양,아이돌을 넣으니 저런 모습이 되었다.,{},{}
1770,['Origin'],False,고든램지형님 따라하네.... 백돼지가 발끝이라도 따라갈 급이되나...,고든램지를 따라하는 것에 대해 백돼지가 그에 미치지 못한다고 언급하고 있습니다.,{},{}
1771,['Gender'],False,"""40대 틀딱들은 댓글 왜씀?""",40대 사람들이 댓글을 왜 다는지에 대한 질문입니다.,{},{}
1772,['Physical'],False,"""문죄앙 좌빨독재 2년만에 공산화로 만들고 나라를 파산시킨 문죄앙 여적죄로 처형하자""","문죄앙이 2년 만에 나라를 공산화하고 파산시켰으니, 여적죄로 처형하자는 내용입니다.",{},{}
1773,['Politics'],False,얼마나 폭행을 가했으면 숨어서 나오지도 않아. 성폭행도 자행됐을듯. 중국 공산당 무섭네,"중국 공산당의 폭력적인 행동으로 인해 사람들이 두려워 숨어 지내고 있으며, 성폭행이 발생했을 가능성도 있다는 내용입니다.",{},{}
1774,['Age'],False,저새끼는 쪼매 짜증 한전가기 시러서 편법 쓴 쉐이 아녀 한전 있다 FA믄 대박 이었을낀데,"저 사람은 한전 가는 게 짜증나서 편법을 썼고, 한전이 있으면 대박이었을 것 같다는 내용입니다.",{},{}
1775,['Not Hate Speech'],False,차세찌 좋겠다 ㅠ 미인을얻고 볼때마다 즐겁겠다,차세찌가 미인을 얻어서 매번 즐거울 것 같다는 내용입니다.,{},{}
1776,"['Origin', 'Age']",False,박해미 니년도 나뻐.남자조질상이야.,박해미는 남자와의 관계에서 좋지 않은 상황에 처해 있다.,{},{}
1777,['Politics'],False,"""오피좀비는 쪽바리라 ' 울나라 대통령' 이라 하지 못하는ㅋㅋㅋ""",오피좀비는 일본인을 비하하며 한국 대통령이라고 말할 수 없다는 내용입니다.,{},{}
1778,['Not Hate Speech'],False,알려진 연예인이나 정치인등이 아니라 처벌 안받는 인간들 많다 ㅡㅡ 신고하면 모두 조사들어가면 대한민국은 혼란스러울거다 ..에휴~,"연예인이나 정치인과는 달리 처벌받지 않는 사람들이 많으며, 신고가 이루어지면 대한민국이 혼란스러울 것이라는 내용입니다.",{},{}
1779,['Not Hate Speech'],False,저런거 자랑하고싶을까.남다른 가치관이 있다면 그걸 자랑해라,남다른 가치관이 있다면 자랑하라는 내용입니다.,{},{}
1780,['Not Hate Speech'],False,비굴한 방탄,비굴한 방탄은 방탄소년단의 음악이나 활동에서의 겸손한 태도를 나타내는 표현입니다.,{},{}
1781,['Not Hate Speech'],False,"자꾸 커지는 문제뒤에 뭔가 있지 않을까?올림픽이 끝나지도 않았고 정치적 남북문제 그리고 미국과의 문제가 심각한 이상황에 언론은 이윤택, 조민기일로 도배를 하고 있다 뭔가 큰일이 만들어지거나 문제가 발생한건 아닐까?수상하다 엄청나게 수상하다 그리고 불안하다 터질것이 있는데 감추고 대책을 마련하고 국민의 이목을 다른곳으로 돌리기 위함이라면 무엇인지 빨리 찿아내야 하는데 ,,, 나만 이런생각이 드는걸까?",문장은 현재의 정치적 문제와 사회적 이슈가 심각한 상황에서 언론이 이윤택과 조민기 사건에 집중하고 있다는 점을 언급하고 있습니다. 이로 인해 큰 사건이나 문제가 숨겨지고 있는 것이 아닌가 하는 불안한 생각을 표현하고 있습니다. 이러한 상황에서 국민의 이목을 다른 곳으로 돌리려는 의도가 있는지에 대한 의문을 제기하고 있습니다.,{},{}
1782,"['Physical', 'Age']",False,"""친중좌좀 새끼들을 때려잡아야 함""",친중좌파를 처벌해야 한다는 내용입니다.,{},{}
1783,"['Politics', 'Age']",False,"""ㅋㅋ 짱깨 쉐키들 뒈질려구 ㅋㅋ 일본한테도 줘터진 주제에 ㅋㅋ""","이 문장은 특정 집단에 대한 비하와 조롱이 담겨 있으며, 일본에 대한 언급도 포함되어 있습니다.",{},{}
1784,['Physical'],False,"""좌티비씨가 벌써 경계하는것 보니 웃기네. 황교안 화이팅""","좌티비씨가 경계하는 모습이 웃기고, 황교안에게 응원을 보낸다.",{},{}
1785,['Not Hate Speech'],False,세상에 저런 남매는 백분의 일도 안됨. 대부분 소 닭처다보듯 ㅋㅋ,"세상에 저런 남매는 드물고, 대부분은 소 닭처럼 대한다는 내용입니다.",{},{}
1786,['Not Hate Speech'],False,큰딸은 이쁘고 작은딸은 귀엽게생겼네~와우..근데 악플이 하나도없네~신기하다...!!!,"큰딸은 이쁘고 작은딸은 귀엽게 생겼으며, 악플이 전혀 없어서 신기하다는 내용입니다.",{},{}
1787,['Age'],False,신정환보다 더한새끼였노 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 너도 같이빵가자 거기에 변기도있으니 ㅎ,"신정환보다 더한 사람이라는 내용이며, 함께 빵을 가자는 제안과 변기가 있다는 언급이 포함되어 있습니다.",{},{}
1788,['Profanity'],False,"""아주 이단이 판을 치는구나. 가지가지한다 정말.""",이단이 활발하게 활동하고 있다는 내용입니다.,{},{}
1789,['Not Hate Speech'],False,"""그럼 내가 술먹고 올테니 진압해봐 ㅋㅋ""","""술 마시고 올 테니 진압해봐""라는 내용입니다.",{},{}
1790,"['Age', 'Gender']",False,"""둘 다 정상은 아니네 늙은이는 노망 어린년은 야망쩌네""","요약: ""둘 다 문제가 있네, 노인은 노망이 들었고, 젊은이는 지나치게 야망이 있네.""",{},{}
1791,['Not Hate Speech'],True,천만찍어주자,,{},"{'filtered': True, 'category': 'violence', 'severity': 'medium'}"
1792,['Not Hate Speech'],False,이해가안간다 무책임한놈,무책임한 사람에 대한 불만을 표현하고 있다.,{},{}
1793,['Politics'],False,"""52개 시민단체 ㅋㅋ 딱 52마리 절라산 홍어들 아 욱겨""","52개 시민단체와 관련된 내용으로, ""52마리 절라산 홍어들""이라는 표현이 사용되며, 감정이 담긴 언급이 있습니다.",{},{}
1794,['Not Hate Speech'],False,생긴대로 논다는 말이 다 맞다,생긴 대로 행동한다는 말이 맞다.,{},{}
1795,['Not Hate Speech'],False,이런기사 지겨,이런 기사가 지겹다.,{},{}
1796,['Origin'],False,생긴건 그러고도 남을 놈인데..결정적인 증거가 호가보되야할듯..,결정적인 증거가 필요하다는 내용입니다.,{},{}
1797,['Not Hate Speech'],False,이런 영화는 예고편이 전부라니까 볼거 없어,예고편만으로 영화의 모든 내용을 알 수 있어 볼 가치가 없다는 의견입니다.,{},{}
1798,['Not Hate Speech'],False,우리 가수여러분들 노래 너무잘하세요...잘봤슴다..제가슴도 먹먹해지더라구요~,"가수들이 노래를 잘 부르고, 감동을 받았다는 내용입니다.",{},{}
1799,['Not Hate Speech'],False,어느새 모든 프로가 스타가족관찰프로 세상딴세상 얘기,모든 프로가 스타가족관찰프로에 대한 이야기를 다루고 있다.,{},{}
1800,['Physical'],False,"""멍청한 대한민국 국민들은 대깨문들에게 속아 문재인 찍은 대가를 치를 것이다""",대한민국 국민들이 대깨문들에게 속아 문재인 대통령을 지지한 결과를 후회하게 될 것이라는 내용입니다.,{},{}
1801,['Not Hate Speech'],False,너무들하네 왜!!고현정 편만 드는지 이해가안되네요!,고현정에게만 편을 드는 것에 대한 불만을 표현하고 있습니다.,{},{}
1802,['Not Hate Speech'],False,대가리때리지마라 대가리때리지마라,대가리를 때리지 말라는 내용입니다.,{},{}
1803,"['Physical', 'Age']",False,"""일본 자민당 한국지사 """"자유한국당""""=좃선일보=친일파 후손=토착왜구=아베=적폐""","일본 자민당과 한국의 자유한국당, 그리고 이들과 관련된 여러 요소들을 비판적으로 연결짓고 있습니다.",{},{}
1804,['Not Hate Speech'],False,난 잘못봤어 74세로 진짜야. 47세????,"74세가 맞고, 47세가 아니라는 내용입니다.",{},{}
1805,['Not Hate Speech'],False,"""그동안 댓글 달던 개밥충들 다 신천지 신도들이였어.... 후덜덜...""",요약: 댓글을 달던 사람들이 신천지 신도였다는 사실에 놀랐다는 내용입니다.,{},{}
1806,['Age'],False,♨ 니뇬들이 먼 잘못을 했으니까 저러겠지 ..,니뇬들이 잘못을 해서 그런 상황이 발생한 것 같다.,{},{}
1807,['Religion'],False,너무 쳐먹는 여자는 비호감,너무 많이 먹는 여자는 호감이 가지 않는다.,{},{}
1808,"['Origin', 'Religion']",False,"""그많던 쿵쾡이들 어디갔노~~""","요약: ""쿵쾡이들이 사라졌다는 질문.""",{},{}
1809,['Religion'],False,여자들은 진짜 멍청한듯. 똑같은 실수는 반복된다. 이렇게 연예인들 사고치는 뉴스를 많이 보는데. 그 인격체의 본질도 모르면서 어떻게 누군가를 아이돌로 삼고 팬질을 할 수 있는 여성심리의 근본적 본질을 알고 싶은데 성인여성분들의 의견을 들어보고 싶습니다.,"여자들이 반복적으로 같은 실수를 하는 것에 대한 비판과, 연예인에 대한 팬심의 본질에 대한 궁금증을 표현하며 성인 여성의 의견을 듣고 싶어하는 내용입니다.",{},{}
1810,['Not Hate Speech'],False,모르지..둘다 나이에 쫒기면~~ㅋㅋㅋ,나이가 들면 둘 다 쫓기는 느낌이 든다.,{},{}
1811,['Age'],False,"""조ㅈ씨 일가 조ㅈ된네""","요약: ""조ㅈ씨 가족이 조ㅈ되었다.""",{},{}
1812,"['Politics', 'Physical']",False,"""왜놈들 한 입으로 두말 쳐하고 지들이 잘못하고 상대방탓하는 종특은 자한당 모국 답다.""","요약: ""상대방을 탓하며 자신의 잘못을 인정하지 않는 태도는 자한당을 닮았다.""",{},{}
1813,['Not Hate Speech'],False,차라리 수지누나말고 존예 채아누나가 이제부터 합시다!! 존나 눈호강한다 ㅎㅎ,"채아누나와 함께 하자는 의견이며, 그녀의 외모가 매우 매력적이라는 내용입니다.",{},{}
1814,['Not Hate Speech'],False,MC몽팬이였어가지고구런지몰라도 응원합니다 잘됬으면 좋겠다,MC몽 팬이라서 응원하며 잘되길 바란다.,{},{}
1815,['Age'],False,기자새끼들 욕얻어 먹는게 삶의 희망이냐?,"기자들에 대한 불만을 표현하며, 그들의 비판이 삶의 희망이 될 수 없다는 내용입니다.",{},{}
1816,['Age'],False,"""그러던지 말던지 명절에 저새끼 면상ㅡㅡ""",명절에 어떤 사람에 대한 불만이 표현되고 있다.,{},{}
1817,['Not Hate Speech'],False,"""ㄴ니가 조선족이라 그래""","요약: ""너가 조선족이라고 하네.""",{},{}
1818,"['Age', 'Profanity']",False,예수쟁이 년놈들 극혐,예수에 대한 부정적인 감정을 표현한 문장입니다.,{},{}
1819,['Not Hate Speech'],False,너무 재미없음..!!,너무 재미없다.,{},{}
1820,['Not Hate Speech'],False,상간남녀는 사회에서 매장 사켜야된다토끼같은 자식두고 바람피지마라 늙어서 험한꼴당하기 싫으면,"상간남녀는 사회에서 비난받아야 하며, 바람을 피우지 말라는 경고의 메시지를 담고 있다.",{},{}
1821,['Not Hate Speech'],False,"""이제 파주와 김포는 돼지귀신이 떠돌 것이야""",파주와 김포에 돼지귀신이 나타날 것이라는 내용입니다.,{},{}
1822,['Not Hate Speech'],False,요즘애들은 기본 낙태1~2번 하고도 과거 세탁해서 결혼하고 잘사는데ㅋㅋ 백지영은 옛날 고작 그일로 아직도 입방아 오르고 짠하다 좀 ㅋ,"요즘 젊은 세대는 낙태를 여러 번 경험하고도 결혼 생활을 잘하고 있지만, 백지영은 과거의 일로 여전히 비난을 받고 있어 안타깝다는 내용입니다.",{},{}
1823,['Not Hate Speech'],False,전라도 출신 클라쓰,전라도 출신의 사람들에 대한 이야기입니다.,{},{}
